"","Astro","Micro","Endo","Oligo","OPC","Inh","Exc"
"cg08012844",1,0.666666666666667,0.473684210526316,0,0.428571428571429,0.980132450331126,0.976190476190476
"cg20384240",0.85,1,1,0,0.857142857142857,0.973300970873786,0.989147286821705
"cg09322534",0.125,0.857142857142857,0,0,0.714285714285714,0.977186311787072,0.989261744966443
"cg24598190",0.318181818181818,0.888888888888889,1,0,0.0909090909090909,0.969147005444646,0.988778054862843
"cg01037496",1,1,1,0,0,0.970387243735763,0.976011994002999
"cg24030920",0.933333333333333,0.666666666666667,1,0,0,0.977207977207977,0.98348623853211
"cg27240008",1,1,1,0,1,0.974522292993631,0.99554234769688
"cg00109344",1,0.666666666666667,0,0.037037037037037,1,0.980337078651685,0.982046678635548
"cg10198664",0.523809523809524,0.6,0.666666666666667,0,0.125,0.97037037037037,0.973109243697479
"cg14845268",0.96,1,1,0.04,1,0.981927710843373,0.978386167146974
"cg01246266",0.916666666666667,0,0,0,0.636363636363636,0.974811083123426,0.970149253731343
"cg25024515",0.923076923076923,1,1,0,0,0.958932238193018,0.966759002770083
"cg21330553",1,0.5,0.444444444444444,0,0.692307692307692,0.970521541950113,0.972337482710927
"cg20955693",0.954545454545455,0.8,1,0,0.571428571428571,0.971553610503282,0.956406869220608
"cg16383005",0.923076923076923,0.875,0.777777777777778,0,1,0.972644376899696,0.970204841713222
"cg24656269",0.933333333333333,1,1,0,0,0.91264367816092,0.974647887323944
"cg07201717",0.875,0,0,0,0.666666666666667,0.973045822102426,0.986460348162476
"cg23093741",1,1,1,0.0454545454545455,1,0.993630573248408,0.980689655172414
"cg12867763",1,0.9,0.928571428571429,0.137931034482759,1,0.990314769975787,0.9744
"cg03148693",0.647058823529412,0.857142857142857,1,0,0,0.973753280839895,0.978333333333333
"cg08216684",1,0.8,1,0,1,0.953727506426735,0.947289156626506
"cg14826331",0.842105263157895,0.888888888888889,0.947368421052632,0,0.142857142857143,0.950191570881226,0.965174129353234
"cg26940620",1,1,1,0,0,0.990521327014218,0.9824
"cg01136942",1,0.615384615384615,0.5,0,1,0.971370143149284,0.968992248062015
"cg10945385",1,1,1,0,1,0.979942693409742,0.979779411764706
"cg05593618",0.714285714285714,1,1,0.0416666666666667,0.285714285714286,0.971111111111111,0.984195402298851
"cg15678380",0.95,1,1,0,1,0.975824175824176,0.993016759776536
"cg21322241",0.8,0.857142857142857,1,0,1,0.978540772532189,0.989660265878877
"cg21937128",0.833333333333333,0.888888888888889,0.454545454545455,0,0.2,0.972081218274112,0.902229845626072
"cg08714076",0.333333333333333,0.875,1,0,0,0.967672413793103,0.983988355167394
"cg11947084",0.785714285714286,1,1,0,0.555555555555556,0.984913793103448,0.994152046783626
"cg12235788",1,0.0625,0.857142857142857,0,0.75,0.921443736730361,0.973722627737226
"cg25840378",1,0.833333333333333,0.615384615384615,0.0416666666666667,0.5,0.98,0.982847341337907
"cg21430752",1,1,0.909090909090909,0,0,0.969565217391304,0.979536152796726
"cg15914340",1,0.857142857142857,1,0,1,0.993333333333333,0.979166666666667
"cg24844295",1,1,1,0,0.833333333333333,0.973415132924335,0.966954022988506
"cg13664919",0.933333333333333,0.714285714285714,0.9,0.04,1,0.980392156862745,0.957680250783699
"cg14886530",0.714285714285714,1,0.466666666666667,0,0.111111111111111,0.967901234567901,0.976256983240223
"cg17540765",0.5,1,1,0,0.166666666666667,0.973365617433414,0.964227642276423
"cg02357631",0.823529411764706,1,0.9375,0,0,0.94368932038835,0.961734693877551
"cg05406923",0,0.272727272727273,0,0,0,0.957647058823529,0.978323699421965
"cg16325174",0.769230769230769,0.5,1,0,0,0.953846153846154,0.96742209631728
"cg06215562",0.923076923076923,1,0.875,0.0416666666666667,0.75,0.979289940828402,0.969407265774379
"cg22977481",0.176470588235294,0.875,0.857142857142857,0,0,0.955128205128205,0.975886524822695
"cg02627405",0.714285714285714,1,0.785714285714286,0,0,0.975409836065574,0.983695652173913
"cg18224977",0.923076923076923,0.777777777777778,1,0,0.5,0.963942307692308,0.986745213549337
"cg12093060",1,0.916666666666667,0.785714285714286,0.964285714285714,0.5,0.0606060606060606,0.00649350649350649
"cg02377021",0.590909090909091,1,1,0.0833333333333333,0,0.989130434782609,0.980769230769231
"cg20589096",0.692307692307692,0.25,1,0,0,0.983471074380165,0.986803519061584
"cg00660765",1,1,1,0,0,0.957871396895787,0.986686390532544
"cg26467471",0.153846153846154,1,1,0.0384615384615385,0.3,0.945107398568019,0.984520123839009
"cg11609469",0.1875,0.733333333333333,0.777777777777778,0,0,0.963718820861678,0.941690962099125
"cg09229169",0.928571428571429,1,0.857142857142857,0.0909090909090909,0.833333333333333,0.981176470588235,0.989489489489489
"cg00344308",0.8,0.444444444444444,0.888888888888889,0.0434782608695652,0.5,0.970021413276231,0.984
"cg26896818",1,1,1,0.05,1,0.980446927374302,0.988657844990548
"cg21229979",0,0,1,0,0.111111111111111,0.962962962962963,0.98377581120944
"cg22954978",0.833333333333333,0.444444444444444,1,0,0.2,0.973214285714286,0.978910369068541
"cg03530006",0.588235294117647,0.454545454545455,0.9,0,0.5,0.91970802919708,0.973312401883831
"cg19787508",1,0.857142857142857,0.75,0,1,0.985422740524781,0.982986767485822
"cg04096619",0.823529411764706,1,0.153846153846154,0,0.636363636363636,0.982195845697329,0.984761904761905
"cg27621721",0,0.416666666666667,0.222222222222222,0,0.230769230769231,0.957364341085271,0.979665071770335
"cg00633062",0.714285714285714,0.5,0.384615384615385,0,0,0.987951807228916,0.977272727272727
"cg22129809",0.857142857142857,0.769230769230769,0.9,0,1,0.969754253308129,0.988549618320611
"cg25596289",0,0.333333333333333,0.166666666666667,0.0344827586206897,0,0.920398009950249,0.974248927038627
"cg15699099",0,0.75,0.4,0,0,0.978201634877384,0.971428571428571
"cg14212412",0.647058823529412,1,0.9,0.0769230769230769,0.666666666666667,0.973799126637555,0.960815047021944
"cg24360892",1,0.857142857142857,1,0.0416666666666667,0.3,0.940092165898618,0.981348637015782
"cg18327319",0.928571428571429,1,0.785714285714286,0,0.8,0.980874316939891,0.983870967741935
"cg10794374",0.695652173913043,0.555555555555556,0.222222222222222,0,0.333333333333333,0.948275862068966,0.95921052631579
"cg01098939",1,0.666666666666667,1,0,0,0.969187675070028,0.984732824427481
"cg05055150",0.928571428571429,1,1,0,1,0.98533724340176,0.97335701598579
"cg18011760",1,0.833333333333333,1,0,0.2,0.987628865979381,0.98989898989899
"cg08999124",0.777777777777778,1,1,0,0,0.978102189781022,0.986688851913478
"cg15403968",1,0.666666666666667,0.857142857142857,0,0.375,0.957654723127036,0.9957805907173
"cg12472290",0.428571428571429,0.142857142857143,0.444444444444444,0,0,0.944636678200692,0.968096809680968
"cg25277701",0.947368421052632,1,0.714285714285714,0,0.6,0.971354166666667,0.965870307167236
"cg02587993",0.91304347826087,1,1,0,1,0.971302428256071,0.977496483825598
"cg08578491",0.842105263157895,0.928571428571429,0.555555555555556,0.166666666666667,0.619047619047619,0.931958762886598,0.957253886010363
"cg03074579",1,1,1,0.148148148148148,0,0.967592592592593,0.983257229832572
"cg13723551",0,0.5,0.857142857142857,0,0.2,0.969620253164557,0.967924528301887
"cg02661431",1,1,0.5,0,0,0.97741273100616,0.970588235294118
"cg00527307",0.8,0.833333333333333,0.714285714285714,0,0.333333333333333,0.970744680851064,0.970491803278689
"cg24330746",0.888888888888889,1,1,0,0.222222222222222,0.993527508090615,0.981404958677686
"cg24746938",1,1,1,0.16,0.727272727272727,0.966367713004484,0.990291262135922
"cg12166080",0.7,0.888888888888889,0.933333333333333,0,0,0.964467005076142,0.971139971139971
"cg02832697",0.941176470588235,0.25,0.25,0,1,0.980722891566265,0.955342902711324
"cg17975663",0.6,0.666666666666667,1,0.111111111111111,0,0.965853658536585,0.970633693972179
"cg14651504",0.714285714285714,0.25,0,0,0.625,0.948320413436692,0.979430379746835
"cg14332524",0.777777777777778,0.7,0.75,0,0.923076923076923,0.97196261682243,0.977736549165121
"cg08397459",0,0.888888888888889,0.9375,0,0,0.964356435643564,0.969816272965879
"cg26701785",1,0.75,0.714285714285714,0,0.909090909090909,0.976430976430976,0.979323308270677
"cg25356006",0,1,0.875,0,0,0.91044776119403,0.985826771653543
"cg15346493",1,0.666666666666667,0.545454545454545,0,1,0.973544973544973,0.99021207177814
"cg02362017",0.952380952380952,1,1,0,0,0.977064220183486,0.983308042488619
"cg02731554",1,1,1,0.476190476190476,0,0.972602739726027,0.980582524271845
"cg20937029",0.823529411764706,1,1,0.0833333333333333,0,0.975391498881432,0.983471074380165
"cg09875150",1,1,0.933333333333333,1,0.0526315789473684,0.962732919254658,0.964835164835165
"cg15612257",0.105263157894737,0.833333333333333,0.5,0.260869565217391,0,0.975786924939467,0.976671850699845
"cg24616382",1,0,1,0.833333333333333,0,0.988721804511278,0.97279792746114
"cg23468045",0.32,0.888888888888889,0.857142857142857,0.263157894736842,0.173913043478261,0.984210526315789,0.981524249422633
"cg10948630",0,1,1,0,0,0.952577319587629,0.978056426332288
"cg16421653",0.75,1,1,0.1,0,0.983914209115281,0.977815699658703
"cg11965881",0.3,1,0.4,0.166666666666667,0,0.963788300835655,0.982935153583618
"cg03754098",0.8,0.6,0.909090909090909,0.0833333333333333,0,0.994334277620397,0.986940298507463
"cg13609797",0.8,1,1,0,0.0555555555555556,0.971671388101983,0.976576576576577
"cg08009711",0.142857142857143,0,0.5,0.590909090909091,0,0.97029702970297,0.986301369863014
"cg04581293",0.8,1,0.9,0.227272727272727,0,0.980349344978166,0.982843137254902
"cg06194885",0.0588235294117647,1,1,0.222222222222222,0,0.959079283887468,0.972267536704731
"cg19791606",0.0714285714285714,0.555555555555556,0,0.0952380952380952,0,0.956521739130435,0.983169705469846
"cg20679906",0.944444444444444,1,0.4,0.0769230769230769,0,0.949074074074074,0.983508245877061
"cg26077062",0.785714285714286,0.818181818181818,0.923076923076923,0.72,1,0.0711111111111111,0.0099626400996264
"cg01362115",0.307692307692308,1,1,0.8,0,0.948571428571429,0.976424361493124
"cg04704487",0.529411764705882,0.333333333333333,0.2,0.666666666666667,0,0.948905109489051,0.974512743628186
"cg01301282",0.333333333333333,0,0,0,0,0.953560371517028,0.980049875311721
"cg15849368",0.571428571428571,0,0.166666666666667,0.571428571428571,0.85,0.0562130177514793,0.0154738878143133
"cg09310966",1,0.285714285714286,0.875,0.583333333333333,0,0.990566037735849,0.964774951076321
"cg12712184",0.916666666666667,0.833333333333333,0.714285714285714,0,0,0.979452054794521,0.981941309255079
"cg11737757",0.333333333333333,0,0,0,0.05,0.975524475524476,0.978021978021978
"cg14797467",0.05,0.363636363636364,0.727272727272727,0.0526315789473684,0,0.960817717206133,0.989853438556934
"cg18741958",0,1,0.8,0.380952380952381,0,0.951612903225806,0.966463414634146
"cg11177740",0.916666666666667,0.833333333333333,0.947368421052632,0.631578947368421,0,0.959427207637232,0.987012987012987
"cg17858486",0.944444444444444,1,0.888888888888889,0.6,0.0666666666666667,0.987915407854985,0.963531669865643
"cg16929775",0.181818181818182,1,1,0.75,0,0.895027624309392,0.978003384094755
"cg14219449",0.428571428571429,1,1,0.75,0.0666666666666667,0.979472140762463,0.971066907775769
"cg13241659",0.833333333333333,1,1,0,0,0.956521739130435,0.973434535104364
"cg27316754",0.866666666666667,0.222222222222222,0.941176470588235,0,0,0.975609756097561,0.978134110787172
"cg15100417",0.888888888888889,0.909090909090909,0.6,0.142857142857143,0,0.961111111111111,0.976816074188563
"cg03459811",0,0.272727272727273,1,0,0,0.979405034324943,0.977635782747604
"cg22699768",0.866666666666667,1,1,0.0833333333333333,0,0.965714285714286,0.972273567467652
"cg07611816",1,0.8,1,0.785714285714286,0.285714285714286,0.979661016949153,0.983471074380165
"cg09418852",0.866666666666667,0.666666666666667,0.6,0,0,0.98,0.984375
"cg20637405",0.375,1,1,0,0,0.961111111111111,0.978512396694215
"cg23135546",0.166666666666667,0.8,0.166666666666667,0.0588235294117647,0,0.968531468531469,0.983402489626556
"cg11378575",0,0.5,1,0.25,0,0.966887417218543,0.947067238912732
"cg02836764",0,0.75,1,0.142857142857143,0,0.923857868020305,0.972649572649573
"cg16353508",0.857142857142857,1,0.8,0.285714285714286,0,0.995633187772926,0.994134897360704
"cg13427810",0.7,0.6,0.230769230769231,0.777777777777778,0,0.984924623115578,0.988993710691824
"cg00790906",0.666666666666667,1,0.9,0.727272727272727,0,0.994169096209913,0.984375
"cg07959747",0.888888888888889,0.75,0.846153846153846,0.12,0.2,0.982843137254902,0.9792663476874
"cg14816421",0.565217391304348,0.75,0.545454545454545,0.176470588235294,0.142857142857143,0.925773195876289,0.972565157750343
"cg13414834",0.2,0,0.1,0.8,0.8125,0.0091324200913242,0.0113636363636364
"cg01807748",0.3,0.833333333333333,0,0,0,0.981382978723404,0.982107355864811
"cg08186915",0,1,0.733333333333333,0,0.0526315789473684,0.915632754342432,0.978861788617886
"cg11117177",0.157894736842105,0.75,1,0.25,0,0.953551912568306,0.980802792321117
"cg00241281",1,0,1,0,0,0.959276018099548,0.985272459499264
"cg13521156",0.444444444444444,0.714285714285714,0.6,0.111111111111111,0.125,0.972972972972973,0.995876288659794
"cg09412490",0.80952380952381,0.714285714285714,0.727272727272727,0.28,0,0.977035490605428,0.976710334788937
"cg00269659",0.0625,1,0.833333333333333,0,0,0.979166666666667,0.985623003194888
"cg15120848",0.0909090909090909,0.8,1,0.666666666666667,0,0.967441860465116,0.971563981042654
"cg00526835",0.0666666666666667,0.571428571428571,0.714285714285714,0,0,0.973856209150327,0.974734042553192
"cg15199181",0.28,0.857142857142857,0.764705882352941,0.0909090909090909,0,0.926315789473684,0.916666666666667
"cg00947324",0.583333333333333,0.428571428571429,0.5,0.571428571428571,0,0.994871794871795,0.988599348534202
"cg10437842",0.928571428571429,1,0.214285714285714,0.1,0,0.972286374133949,0.985871271585557
"cg19311055",0.653846153846154,0.916666666666667,0.933333333333333,0.785714285714286,0.0769230769230769,0.984198645598194,0.985123966942149
"cg06001524",0.8,0.75,1,0.892857142857143,0,0.943181818181818,0.96792189679219
"cg19580937",0.5,0,0.333333333333333,0.111111111111111,0,0.941340782122905,0.979919678714859
"cg16224230",0.846153846153846,0.75,1,0.333333333333333,0,0.79746835443038,0.954614220877458
"cg12745632",0.875,1,0.692307692307692,0.214285714285714,0,0.966101694915254,0.972318339100346
"cg04938107",1,0.909090909090909,1,0.3125,0,0.981264637002342,0.988155668358714
"cg01379344",0.826086956521739,0.4,0.357142857142857,0.0526315789473684,0,0.90316573556797,0.958542713567839
"cg20094066",0.0909090909090909,0.75,1,0.533333333333333,0.0714285714285714,0.97926267281106,0.976958525345622
"cg06624991",0.0769230769230769,1,1,0.75,0,0.975186104218362,0.979365079365079
"cg22908000",0,0.833333333333333,0.928571428571429,0.375,0,0.906779661016949,0.975517890772128
"cg21808287",0.833333333333333,1,0.571428571428571,0.272727272727273,0,0.968292682926829,0.978090766823161
"cg02088347",0.142857142857143,0.857142857142857,1,0,0,0.961759082217973,0.976952624839949
"cg11247129",0.761904761904762,0.777777777777778,1,0,0,0.974683544303797,0.987240829346092
"cg07103201",0.125,0,0.277777777777778,0.153846153846154,0,0.961451247165533,0.974124809741248
"cg03249573",0.555555555555556,0.444444444444444,0.833333333333333,0.5,1,0.122767857142857,0.0583090379008746
"cg22583305",0.625,0.5,0.9,0.476190476190476,0.133333333333333,0.969631236442516,0.984931506849315
"cg18873166",1,0.8,1,0.384615384615385,0.153846153846154,0.991434689507495,0.989100817438692
"cg06534197",0,1,1,0.1,0,0.980314960629921,0.983050847457627
"cg26393977",0.727272727272727,0.666666666666667,1,0.25,0,0.957446808510638,0.968253968253968
"cg26345916",0,1,0.8,0.866666666666667,0,0.971938775510204,0.963025210084034
"cg10664162",0.3,0,1,0.357142857142857,0.125,0.961259079903148,0.979626485568761
"cg26932889",0.64,0.714285714285714,0.666666666666667,0.166666666666667,0,0.86986301369863,0.963888888888889
"cg27371456",0,1,0.928571428571429,0,0,0.981818181818182,0.98330550918197
"cg19856705",0,0.8,0.555555555555556,0.727272727272727,0,0.905444126074499,0.947368421052632
"cg00092309",0.0769230769230769,0,0.0833333333333333,0,0.0454545454545455,0.970108695652174,0.858569051580699
"cg04522625",0.0769230769230769,0.857142857142857,0.2,0.615384615384615,0.0666666666666667,0.964401294498382,0.98605577689243
"cg21230565",0.166666666666667,1,0.2,0.0909090909090909,0,0.977715877437326,0.989228007181329
"cg23257461",0,1,0.9,0.142857142857143,0,0.982102908277405,0.986587183308495
"cg05276184",0.5625,1,1,0.863636363636364,0.125,0.943600867678959,0.971509971509972
"cg01236734",0.0714285714285714,0.9,0.833333333333333,0,0.0666666666666667,0.960829493087558,0.971305595408895
"cg26851112",0.692307692307692,0.5,0.2,0.0625,0,0.974937343358396,0.977049180327869
"cg16047828",0.904761904761905,1,0.916666666666667,0.111111111111111,0.105263157894737,0.948979591836735,0.919230769230769
"cg00750225",0.642857142857143,0.833333333333333,1,0.0909090909090909,0,0.991202346041056,0.984934086629002
"cg19908207",1,0.818181818181818,0.470588235294118,1,1,0.960199004975124,0.0420609884332282
"cg00671224",0.7,0.769230769230769,1,0.703703703703704,0.785714285714286,0.914893617021277,0.0176165803108808
"cg12417609",0.571428571428571,0.25,0,0.1875,0,0.96,0.0355113636363636
"cg08745288",0.333333333333333,0,0.4,0.35,0.9,0.00803212851405622,0.942771084337349
"cg23004174",0.0769230769230769,1,1,1,0.818181818181818,0.961945031712474,0.0426309378806334
"cg15422005",0.0909090909090909,0.3,0.214285714285714,0.166666666666667,0.266666666666667,0.947791164658635,0.0597826086956522
"cg19160624",0,0.428571428571429,0.636363636363636,0.157894736842105,0.2,0.877470355731225,0.0130718954248366
"cg20838429",1,0.833333333333333,1,1,1,0.975982532751092,0.0219478737997256
"cg10744200",0.928571428571429,1,1,0.416666666666667,0.9,0.0812854442344045,0.949801849405548
"cg24337225",1,1,0.727272727272727,0.95,0.666666666666667,0.980237154150198,0.046875
"cg00071360",0.545454545454545,0,0.1875,0.352941176470588,0.4,0.00849256900212314,0.945266272189349
"cg22156128",1,0.857142857142857,1,0.894736842105263,1,0.924302788844621,0.0149942329873126
"cg05411594",0.5,0.625,0,0.857142857142857,0.538461538461538,0.966507177033493,0.0354330708661417
"cg01942751",1,1,1,1,1,0.910505836575875,0.0160734787600459
"cg26937434",0.882352941176471,1,0.6875,0.740740740740741,1,0.95970695970696,0.0682382133995037
"cg07770360",0.947368421052632,0.666666666666667,0.733333333333333,0.6875,0.75,0.985882352941176,0.0234604105571848
"cg07569994",0.315789473684211,0,0.0769230769230769,0.411764705882353,0,0.951776649746193,0.027536231884058
"cg05421487",0.9375,1,0.888888888888889,0.96,0.857142857142857,0.97979797979798,0.0554785020804438
"cg16079414",0.857142857142857,0.9,0,0.944444444444444,1,0.962138084632517,0.0187319884726225
"cg09721047",1,0.142857142857143,0.833333333333333,1,0.9,0.988416988416988,0.0865102639296188
"cg02411895",0.941176470588235,1,0.933333333333333,0.85,1,0.944329896907216,0.0260416666666667
"cg19734370",0.954545454545455,0.333333333333333,0.764705882352941,0.416666666666667,0.909090909090909,0.974736842105263,0.0605226960110041
"cg27121538",1,0,0.5,1,0.888888888888889,0.954648526077097,0.00802568218298555
"cg19907380",0.857142857142857,0.6,0.454545454545455,0.05,0.307692307692308,0.928286852589641,0.0483660130718954
"cg24769846",0.7,0,0,0.6,0.875,0.983682983682984,0.0814717477003942
"cg14120436",0.958333333333333,0.6,0.125,0.91304347826087,0.916666666666667,0.974789915966387,0.0781637717121588
"cg19246018",1,0.818181818181818,1,1,0.888888888888889,0.916044776119403,0.0202156334231806
"cg26687912",1,0.833333333333333,0.6,1,0.933333333333333,0.970521541950113,0.0450819672131148
"cg02242989",0.9,1,0.933333333333333,0.363636363636364,0.916666666666667,0.985355648535565,0.101010101010101
"cg04668516",0.909090909090909,0.5,0.571428571428571,1,0.625,0.962264150943396,0.103404791929382
"cg22611523",1,0.928571428571429,0.888888888888889,1,1,0.985365853658537,0.0110410094637224
"cg22980079",0.642857142857143,1,0.909090909090909,0.5,0,0.932853717026379,0.0130434782608696
"cg07342559",0,0.571428571428571,0.25,0.125,0,0.936507936507937,0.0119453924914676
"cg13832985",0.9375,1,1,0,1,0.961538461538462,0.0588235294117647
"cg06174078",0.285714285714286,1,0.7,0.6875,0.777777777777778,0.959036144578313,0.0294985250737463
"cg24894783",0.777777777777778,1,1,1,1,0.960580912863071,0.0601173020527859
"cg07016511",1,0.714285714285714,1,1,1,0.988425925925926,0.0625
"cg10976318",0.8,0.666666666666667,0.7,0.590909090909091,0.272727272727273,0.963446475195822,0.0229226361031519
"cg17033854",1,0.153846153846154,0.0909090909090909,0.791666666666667,0.846153846153846,0.986979166666667,0.010016694490818
"cg06094707",1,0.833333333333333,0.833333333333333,0.642857142857143,1,0.978723404255319,0.0379084967320261
"cg01960128",0.933333333333333,0.666666666666667,0.818181818181818,0.9,0.833333333333333,0.972911963882618,0.0324149108589951
"cg05568234",0.956521739130435,0.8,0.823529411764706,0.954545454545455,0.923076923076923,0.980036297640653,0.117875647668394
"cg07286682",0.846153846153846,0,0.2,0.91304347826087,1,0.978208232445521,0.0371517027863777
"cg15477363",0.933333333333333,0.142857142857143,0.8,0.9375,1,0.957746478873239,0.0583090379008746
"cg25557018",1,1,1,0.857142857142857,0.8,0.979643765903308,0.0276162790697674
"cg15130102",0.409090909090909,0,0.5,0.0666666666666667,0,0.857749469214437,0.0102189781021898
"cg13781718",1,1,1,0.92,1,0.977225672877847,0.0527086383601757
"cg04425788",1,1,1,0.923076923076923,0.666666666666667,0.981029810298103,0.0242857142857143
"cg15694704",0.823529411764706,1,0.909090909090909,0.95,1,0.977329974811083,0.0136363636363636
"cg06011067",1,0.833333333333333,0.888888888888889,1,1,0.96969696969697,0.0478325859491779
"cg13586425",0,1,0.714285714285714,0.037037037037037,0.411764705882353,0.863436123348018,0.00684931506849315
"cg01437135",0.714285714285714,0.846153846153846,0.333333333333333,0.578947368421053,0.666666666666667,0.951898734177215,0.0131578947368421
"cg10037049",0,0,0.307692307692308,0.111111111111111,0,0.969135802469136,0.135215453194651
"cg14299157",0.909090909090909,1,1,0.727272727272727,1,0.970873786407767,0.0151975683890578
"cg02282247",0.947368421052632,1,1,1,1,0.968487394957983,0.0531914893617021
"cg07626033",0.125,0.166666666666667,0.75,0.545454545454545,0,0.0372960372960373,0.974958263772955
"cg06020529",1,1,1,0.923076923076923,1,0.916349809885932,0.0200860832137733
"cg01103443",0.933333333333333,1,1,1,1,0.972850678733032,0.0654450261780105
"cg19182986",0.866666666666667,0.7,0.785714285714286,0.888888888888889,1,0.920849420849421,0.0352480417754569
"cg04795387",0.894736842105263,0,0.529411764705882,0.7,1,0.956896551724138,0.0701058201058201
"cg03055520",0.857142857142857,0.1,0.928571428571429,1,1,0.97787610619469,0.0793010752688172
"cg25404597",1,1,0.666666666666667,0.739130434782609,1,0.930139720558882,0.0323943661971831
"cg21992696",0,0.3,1,0.333333333333333,0.2,0.974937343358396,0.0838068181818182
"cg02853948",1,0.333333333333333,0.857142857142857,0.833333333333333,1,0.953436807095344,0.0427807486631016
"cg26332782",0,0.222222222222222,0.571428571428571,0.483870967741935,0.411764705882353,0.96421052631579,0.116710875331565
"cg17661135",0.714285714285714,0.666666666666667,0.615384615384615,0.636363636363636,0.833333333333333,0.965738758029979,0.0827770360480641
"cg08123339",0.894736842105263,0.625,0.888888888888889,0.8,0.9,0.926739926739927,0.0851553509781358
"cg22695351",0,0.857142857142857,0.928571428571429,0.227272727272727,0,0.890804597701149,0.09277238403452
"cg27368068",0.916666666666667,0.818181818181818,1,0.947368421052632,0.888888888888889,0.947247706422018,0.0335120643431635
"cg11559571",1,1,0.7,0.9375,1,0.968674698795181,0.0502035278154681
"cg05829046",0.875,1,0.6,1,0.933333333333333,0.971800433839479,0.0727272727272727
"cg11584101",0.842105263157895,1,0.727272727272727,0.928571428571429,1,0.947598253275109,0.0208333333333333
"cg22231101",0,1,1,0.555555555555556,0,0.956521739130435,0.0119047619047619
"cg09199014",0,1,0.833333333333333,0.25,0,0.96,0.0226171243941842
"cg13910377",0.9,0.6,0,1,0.857142857142857,0.969773299748111,0.0157894736842105
"cg10276116",1,1,0.846153846153846,1,1,0.941414141414141,0.0235640648011782
"cg09866104",0,0,0.111111111111111,0.103448275862069,0.0714285714285714,0.825363825363825,0.0369897959183673
"cg08910550",0.941176470588235,0.75,0.875,1,1,0.95959595959596,0.0203488372093023
"cg06096901",0.833333333333333,1,0.833333333333333,0.9,1,0.923250564334086,0.011142061281337
"cg22363368",0.941176470588235,0.75,0.5,1,0.777777777777778,0.932432432432432,0.034965034965035
"cg14091149",1,1,1,1,1,0.993562231759657,0.0940665701881331
"cg27433759",1,0.875,0.888888888888889,1,0.875,0.983572895277207,0.0886850152905199
"cg23244463",1,0.857142857142857,1,1,1,0.967816091954023,0.0828603859250851
"cg14178895",1,0.166666666666667,0.333333333333333,0.818181818181818,0.857142857142857,0.976923076923077,0.0534124629080119
"cg03998495",1,0.5,0.818181818181818,1,0.909090909090909,0.985436893203884,0.0572337042925278
"cg19154438",0.9,0.875,0.75,0.9375,1,0.977832512315271,0.0424528301886792
"cg10127085",0.9375,0.75,1,0.842105263157895,0.75,0.911363636363636,0.0129366106080207
"cg20069407",0.933333333333333,0.285714285714286,0.916666666666667,0.888888888888889,1,0.912442396313364,0.0134228187919463
"cg03377767",1,0.75,0.5,1,0.866666666666667,0.970114942528736,0.0502283105022831
"cg17031475",1,0.916666666666667,0.875,0.947368421052632,0.9,0.96259842519685,0.0810810810810811
"cg03190769",0.705882352941177,0,0.909090909090909,0.8125,1,0.898809523809524,0.0452781371280724
"cg25157999",0.9,1,0.777777777777778,0.2,0,0.961852861035422,0.0231023102310231
"cg03933490",0.888888888888889,0.909090909090909,0.833333333333333,0.916666666666667,0.666666666666667,0.988913525498891,0.0864779874213836
"cg16661744",0.846153846153846,0,0.8,0.785714285714286,0.8,0.971867007672634,0.0187713310580205
"cg08294044",1,1,0.916666666666667,1,1,0.970509383378016,0.0368731563421829
"cg10371643",1,0.875,1,1,0.944444444444444,0.969483568075117,0.0416047548291233
"cg02989244",0.928571428571429,0.2,0.214285714285714,0.904761904761905,1,0.979423868312757,0.143949044585987
"cg04102161",0.888888888888889,0.5,0.363636363636364,0.833333333333333,0.533333333333333,0.964200477326969,0.0758807588075881
"cg01859228",0.363636363636364,0.285714285714286,0,0,0,0.952777777777778,0.0579268292682927
"cg14085262",0.0434782608695652,0.142857142857143,0.384615384615385,0.863636363636364,0.4,0.97319587628866,0.134863701578192
"cg26680760",0.944444444444444,1,0.875,1,0.928571428571429,0.929046563192905,0.0214899713467049
"cg04129911",1,0.857142857142857,1,1,1,0.910588235294118,0.0231065468549422
"cg14006266",0.9375,1,1,1,1,0.961139896373057,0.0182648401826484
"cg02037681",0.846153846153846,1,0.8,1,1,0.935926773455378,0.0153139356814701
"cg21818807",1,1,1,1,1,0.97027027027027,0.00681431005110733
"cg13610622",1,1,1,1,1,0.986870897155361,0.0859259259259259
"cg14217552",0.933333333333333,1,1,1,0.888888888888889,0.953771289537713,0.0392953929539295
"cg10464130",0.956521739130435,1,1,0.882352941176471,1,0.904872389791183,0.0142247510668563
"cg13990685",0.947368421052632,1,1,1,0.875,0.964601769911504,0.0819672131147541
"cg25969460",0.941176470588235,0.846153846153846,1,1,1,0.971563981042654,0.0532374100719424
"cg18841122",1,0.875,0.941176470588235,1,1,0.950819672131147,0.03725782414307
"cg02604730",1,1,0.863636363636364,0.9375,0.916666666666667,0.965770171149144,0.0515320334261838
"cg25403488",0.764705882352941,0.888888888888889,0.8,1,0.75,0.959183673469388,0.0111576011157601
"cg06074534",1,1,1,0.875,0.833333333333333,0.969072164948454,0.0347432024169184
